origin1;origin2;origin3;origin4;religion1;religion2;religion3;religion4;location
Vietnam;Sudan;Congo (Democratic Republic);India;Budhist;Muslim;Christian;Hindu;Congo (Democratic Republic)
Nepal;Thailand;Sudan;Congo (Democratic Republic);Hindu;Budhist;Muslim;Christian;Nepal
Sudan;Congo (Democratic Republic);Nepal;Vietnam;Muslim;Christian;Hindu;Budhist;Vietnam
India;Guatemala;Uzbekistan;China;Hindu;Christian;Muslim;Non-religious;India
China;Nepal;Guatemala;Uzbekistan;Non-religious;Hindu;Christian;Muslim;China
Guatemala;Thailand;Uzbekistan;China;Christian;Budhist;Muslim;Non-religious;Guatemala
China;Uzbekistan;Guatemala;Vietnam;Non-religious;Muslim;Christian;Budhist;Uzbekistan
India;Japan;Guatemala;Uzbekistan;Hindu;Shintoist;Christian;Muslim;Japan
Japan;Nepal;Guatemala;Uzbekistan;Shintoist;Hindu;Christian;Muslim;Nepal
Uzbekistan;Guatemala;Japan;Thailand;Muslim;Christian;Shintoist;Budhist;Uzbekistan
Vietnam;Guatemala;Japan;Uzbekistan;Budhist;Christian;Shintoist;Muslim;Vietnam
Thailand;Guatemala;India;Uzbekistan;Budhist;Christian;Hindu;Muslim;Uzbekistan
India;Guatemala;Uzbekistan;Vietnam;Hindu;Christian;Muslim;Budhist;Vietnam
Guatemala;Uzbekistan;Thailand;Nepal;Christian;Muslim;Budhist;Hindu;Uzbekistan
Guatemala;Uzbekistan;Nepal;Vietnam;Christian;Muslim;Hindu;Budhist;Vietnam
Iran;China;Guatemala;India;Muslim;Non-religious;Christian;Hindu;Guatemala
Nepal;Guatemala;Iran;China;Hindu;Christian;Muslim;Non-religious;Nepal
China;Iran;Thailand;Guatemala;Non-religious;Muslim;Budhist;Christian;Thailand
Guatemala;China;Vietnam;Iran;Christian;Non-religious;Budhist;Muslim;Vietnam
Guatemala;India;Iraq;China;Christian;Hindu;Muslim;Non-religious;Guatemala
Iraq;Nepal;China;Guatemala;Muslim;Hindu;Non-religious;Christian;China
China;Iraq;Guatemala;Thailand;Non-religious;Muslim;Christian;Budhist;China
Iraq;China;Vietnam;Guatemala;Muslim;Non-religious;Budhist;Christian;Guatemala
China;India;Guatemala;Turkey;Non-religious;Hindu;Christian;Muslim;Guatemala
Nepal;Turkey;Guatemala;China;Hindu;Muslim;Christian;Non-religious;Nepal
Guatemala;China;Thailand;Turkey;Christian;Non-religious;Budhist;Muslim;Thailand
Guatemala;China;Turkey;Vietnam;Christian;Non-religious;Muslim;Budhist;China
China;Guatemala;Algeria;India;Non-religious;Christian;Muslim;Hindu;Guatemala
Nepal;Guatemala;Algeria;China;Hindu;Christian;Muslim;Non-religious;China
Thailand;Guatemala;China;Algeria;Budhist;Christian;Non-religious;Muslim;Thailand
Algeria;Vietnam;Guatemala;China;Muslim;Budhist;Christian;Non-religious;Algeria
Egypt;Guatemala;India;China;Muslim;Christian;Hindu;Non-religious;Egypt
China;Egypt;Nepal;Guatemala;Non-religious;Muslim;Hindu;Christian;Egypt
China;Thailand;Guatemala;Egypt;Non-religious;Budhist;Christian;Muslim;China
China;Vietnam;Egypt;Guatemala;Non-religious;Budhist;Muslim;Christian;Guatemala
Guatemala;India;Sudan;China;Christian;Hindu;Muslim;Non-religious;Sudan
China;Guatemala;Sudan;Nepal;Non-religious;Christian;Muslim;Hindu;Sudan
China;Sudan;Guatemala;Thailand;Non-religious;Muslim;Christian;Budhist;Sudan
Guatemala;Sudan;Vietnam;China;Christian;Muslim;Budhist;Non-religious;China
Thailand;Bangladesh;China;Guatemala;Budhist;Muslim;Non-religious;Christian;Thailand
China;Vietnam;Guatemala;Bangladesh;Non-religious;Budhist;Christian;Muslim;Vietnam
India;Thailand;China;Guatemala;Hindu;Budhist;Non-religious;Christian;Thailand
Vietnam;Guatemala;China;India;Budhist;Christian;Non-religious;Hindu;Vietnam
Thailand;China;Guatemala;Nepal;Budhist;Non-religious;Christian;Hindu;China
China;Nepal;Guatemala;Vietnam;Non-religious;Hindu;Christian;Budhist;Vietnam
Pakistan;Guatemala;China;Thailand;Muslim;Christian;Non-religious;Budhist;Thailand
Vietnam;Pakistan;Guatemala;China;Budhist;Muslim;Christian;Non-religious;China
India;Guatemala;Japan;Iran;Hindu;Christian;Shintoist;Muslim;Guatemala
Iran;Guatemala;Japan;Nepal;Muslim;Christian;Shintoist;Hindu;Japan
Japan;Iran;Thailand;Guatemala;Shintoist;Muslim;Budhist;Christian;Guatemala
Vietnam;Guatemala;Iran;Japan;Budhist;Christian;Muslim;Shintoist;Vietnam
India;Guatemala;Iraq;Japan;Hindu;Christian;Muslim;Shintoist;India
Iraq;Japan;Guatemala;Nepal;Muslim;Shintoist;Christian;Hindu;Guatemala
Japan;Thailand;Guatemala;Iraq;Shintoist;Budhist;Christian;Muslim;Japan
Japan;Iraq;Guatemala;Vietnam;Shintoist;Muslim;Christian;Budhist;Vietnam
Turkey;India;Guatemala;Japan;Muslim;Hindu;Christian;Shintoist;Turkey
Turkey;Japan;Nepal;Guatemala;Muslim;Shintoist;Hindu;Christian;Nepal
Turkey;Thailand;Guatemala;Japan;Muslim;Budhist;Christian;Shintoist;Turkey
Japan;Vietnam;Turkey;Guatemala;Shintoist;Budhist;Muslim;Christian;Japan
India;Guatemala;Algeria;Japan;Hindu;Christian;Muslim;Shintoist;Japan
Nepal;Algeria;Japan;Guatemala;Hindu;Muslim;Shintoist;Christian;Japan
Algeria;Guatemala;Japan;Thailand;Muslim;Christian;Shintoist;Budhist;Thailand
Japan;Algeria;Guatemala;Vietnam;Shintoist;Muslim;Christian;Budhist;Algeria
Guatemala;India;Japan;Egypt;Christian;Hindu;Shintoist;Muslim;Guatemala
Egypt;Guatemala;Nepal;Japan;Muslim;Christian;Hindu;Shintoist;Japan
Japan;Guatemala;Thailand;Egypt;Shintoist;Christian;Budhist;Muslim;Thailand
Guatemala;Egypt;Japan;Vietnam;Christian;Muslim;Shintoist;Budhist;Japan
Guatemala;Sudan;Japan;India;Christian;Muslim;Shintoist;Hindu;Guatemala
Sudan;Guatemala;Nepal;Japan;Muslim;Christian;Hindu;Shintoist;Nepal
Sudan;Thailand;Japan;Guatemala;Muslim;Budhist;Shintoist;Christian;Thailand
Guatemala;Vietnam;Japan;Sudan;Christian;Budhist;Shintoist;Muslim;Sudan
Guatemala;Thailand;Japan;Bangladesh;Christian;Budhist;Shintoist;Muslim;Guatemala
Bangladesh;Vietnam;Guatemala;Japan;Muslim;Budhist;Christian;Shintoist;Bangladesh
Guatemala;Japan;Thailand;India;Christian;Shintoist;Budhist;Hindu;Thailand
India;Guatemala;Japan;Vietnam;Hindu;Christian;Shintoist;Budhist;Guatemala
Thailand;Nepal;Japan;Guatemala;Budhist;Hindu;Shintoist;Christian;Thailand
Nepal;Japan;Vietnam;Guatemala;Hindu;Shintoist;Budhist;Christian;Vietnam
Thailand;Japan;Guatemala;Pakistan;Budhist;Shintoist;Christian;Muslim;Pakistan
Guatemala;Vietnam;Japan;Pakistan;Christian;Budhist;Shintoist;Muslim;Japan
Thailand;Iran;India;Guatemala;Budhist;Muslim;Hindu;Christian;India
Vietnam;Guatemala;Iran;India;Budhist;Christian;Muslim;Hindu;Guatemala
Nepal;Thailand;Guatemala;Iran;Hindu;Budhist;Christian;Muslim;Iran
Vietnam;Iran;Nepal;Guatemala;Budhist;Muslim;Hindu;Christian;Iran
Thailand;Guatemala;India;Iraq;Budhist;Christian;Hindu;Muslim;Iraq
India;Vietnam;Iraq;Guatemala;Hindu;Budhist;Muslim;Christian;Vietnam
Thailand;Nepal;Guatemala;Iraq;Budhist;Hindu;Christian;Muslim;Thailand
Vietnam;Guatemala;Iraq;Nepal;Budhist;Christian;Muslim;Hindu;Vietnam
Thailand;Guatemala;Turkey;India;Budhist;Christian;Muslim;Hindu;Thailand
India;Vietnam;Guatemala;Turkey;Hindu;Budhist;Christian;Muslim;India
Turkey;Thailand;Guatemala;Nepal;Muslim;Budhist;Christian;Hindu;Nepal
Nepal;Guatemala;Vietnam;Turkey;Hindu;Christian;Budhist;Muslim;Guatemala
Guatemala;India;Thailand;Algeria;Christian;Hindu;Budhist;Muslim;India
Guatemala;Algeria;India;Vietnam;Christian;Muslim;Hindu;Budhist;Algeria
Algeria;Thailand;Guatemala;Nepal;Muslim;Budhist;Christian;Hindu;Thailand
Algeria;Guatemala;Nepal;Vietnam;Muslim;Christian;Hindu;Budhist;Vietnam
Egypt;Guatemala;India;Thailand;Muslim;Christian;Hindu;Budhist;Thailand
India;Vietnam;Guatemala;Egypt;Hindu;Budhist;Christian;Muslim;Vietnam
Nepal;Guatemala;Thailand;Egypt;Hindu;Christian;Budhist;Muslim;Nepal
Vietnam;Egypt;Nepal;Guatemala;Budhist;Muslim;Hindu;Christian;Egypt
India;Thailand;Guatemala;Sudan;Hindu;Budhist;Christian;Muslim;Guatemala
Vietnam;India;Sudan;Guatemala;Budhist;Hindu;Muslim;Christian;Sudan
Sudan;Thailand;Nepal;Guatemala;Muslim;Budhist;Hindu;Christian;Thailand
Sudan;Vietnam;Guatemala;Nepal;Muslim;Budhist;Christian;Hindu;Guatemala
India;Uzbekistan;Czechia;China;Hindu;Muslim;Christian;Non-religious;India
Czechia;Nepal;Uzbekistan;China;Christian;Hindu;Muslim;Non-religious;Nepal
China;Uzbekistan;Czechia;Thailand;Non-religious;Muslim;Christian;Budhist;Czechia
China;Czechia;Vietnam;Uzbekistan;Non-religious;Christian;Budhist;Muslim;China
Japan;Czechia;Uzbekistan;India;Shintoist;Christian;Muslim;Hindu;Czechia
Uzbekistan;Czechia;Japan;Nepal;Muslim;Christian;Shintoist;Hindu;Uzbekistan
Japan;Uzbekistan;Czechia;Thailand;Shintoist;Muslim;Christian;Budhist;Thailand
Japan;Uzbekistan;Czechia;Vietnam;Shintoist;Muslim;Christian;Budhist;Uzbekistan
India;Uzbekistan;Czechia;Thailand;Hindu;Muslim;Christian;Budhist;India
Uzbekistan;Vietnam;India;Czechia;Muslim;Budhist;Hindu;Christian;Czechia
Nepal;Czechia;Uzbekistan;Thailand;Hindu;Christian;Muslim;Budhist;Czechia
Vietnam;Nepal;Czechia;Uzbekistan;Budhist;Hindu;Christian;Muslim;Czechia
India;Uzbekistan;Poland;China;Hindu;Muslim;Christian;Non-religious;India
Nepal;Uzbekistan;Poland;China;Hindu;Muslim;Christian;Non-religious;Poland
Poland;China;Thailand;Uzbekistan;Christian;Non-religious;Budhist;Muslim;Uzbekistan
Poland;China;Uzbekistan;Vietnam;Christian;Non-religious;Muslim;Budhist;Vietnam
Japan;Poland;Uzbekistan;India;Shintoist;Christian;Muslim;Hindu;Japan
Poland;Japan;Uzbekistan;Nepal;Christian;Shintoist;Muslim;Hindu;Poland
Poland;Thailand;Japan;Uzbekistan;Christian;Budhist;Shintoist;Muslim;Japan
Japan;Vietnam;Uzbekistan;Poland;Shintoist;Budhist;Muslim;Christian;Poland
India;Thailand;Poland;Uzbekistan;Hindu;Budhist;Christian;Muslim;Thailand
Vietnam;Poland;Uzbekistan;India;Budhist;Christian;Muslim;Hindu;Vietnam
Nepal;Poland;Uzbekistan;Thailand;Hindu;Christian;Muslim;Budhist;Nepal
Poland;Nepal;Vietnam;Uzbekistan;Christian;Hindu;Budhist;Muslim;Nepal
Ethiopia;China;Uzbekistan;India;Christian;Non-religious;Muslim;Hindu;Uzbekistan
Ethiopia;China;Uzbekistan;Nepal;Christian;Non-religious;Muslim;Hindu;Ethiopia
China;Uzbekistan;Ethiopia;Thailand;Non-religious;Muslim;Christian;Budhist;Thailand
Uzbekistan;Vietnam;Ethiopia;China;Muslim;Budhist;Christian;Non-religious;Ethiopia
Uzbekistan;Japan;Ethiopia;India;Muslim;Shintoist;Christian;Hindu;Ethiopia
Japan;Uzbekistan;Nepal;Ethiopia;Shintoist;Muslim;Hindu;Christian;Japan
Japan;Ethiopia;Thailand;Uzbekistan;Shintoist;Christian;Budhist;Muslim;Japan
Vietnam;Ethiopia;Uzbekistan;Japan;Budhist;Christian;Muslim;Shintoist;Japan
Uzbekistan;India;Thailand;Ethiopia;Muslim;Hindu;Budhist;Christian;India
Uzbekistan;Vietnam;India;Ethiopia;Muslim;Budhist;Hindu;Christian;Uzbekistan
Uzbekistan;Thailand;Nepal;Ethiopia;Muslim;Budhist;Hindu;Christian;Ethiopia
Vietnam;Uzbekistan;Nepal;Ethiopia;Budhist;Muslim;Hindu;Christian;Ethiopia
India;Romania;Uzbekistan;China;Hindu;Christian;Muslim;Non-religious;India
Nepal;Romania;Uzbekistan;China;Hindu;Christian;Muslim;Non-religious;China
Thailand;Romania;China;Uzbekistan;Budhist;Christian;Non-religious;Muslim;Romania
Uzbekistan;Romania;China;Vietnam;Muslim;Christian;Non-religious;Budhist;Vietnam
China;Uzbekistan;India;Russian Federation;Non-religious;Muslim;Hindu;Christian;China
China;Russian Federation;Uzbekistan;Nepal;Non-religious;Christian;Muslim;Hindu;Nepal
China;Russian Federation;Uzbekistan;Thailand;Non-religious;Christian;Muslim;Budhist;Thailand
Vietnam;Russian Federation;Uzbekistan;China;Budhist;Christian;Muslim;Non-religious;Russian Federation
Ukraine;Uzbekistan;India;China;Christian;Muslim;Hindu;Non-religious;Uzbekistan
Uzbekistan;China;Ukraine;Nepal;Muslim;Non-religious;Christian;Hindu;China
China;Ukraine;Uzbekistan;Thailand;Non-religious;Christian;Muslim;Budhist;China
Ukraine;Uzbekistan;Vietnam;China;Christian;Muslim;Budhist;Non-religious;Uzbekistan
China;Mexico;India;Uzbekistan;Non-religious;Christian;Hindu;Muslim;China
Mexico;Nepal;Uzbekistan;China;Christian;Hindu;Muslim;Non-religious;Mexico
Uzbekistan;China;Mexico;Thailand;Muslim;Non-religious;Christian;Budhist;Uzbekistan
China;Uzbekistan;Mexico;Vietnam;Non-religious;Muslim;Christian;Budhist;China
China;Uzbekistan;India;Canada;Non-religious;Muslim;Hindu;Christian;Canada
China;Nepal;Canada;Uzbekistan;Non-religious;Hindu;Christian;Muslim;Uzbekistan
China;Uzbekistan;Canada;Thailand;Non-religious;Muslim;Christian;Budhist;Uzbekistan
Vietnam;China;Canada;Uzbekistan;Budhist;Non-religious;Christian;Muslim;Vietnam
Uzbekistan;United States of America;China;India;Muslim;Christian;Non-religious;Hindu;Uzbekistan
United States of America;Uzbekistan;China;Nepal;Christian;Muslim;Non-religious;Hindu;Uzbekistan
United States of America;China;Uzbekistan;Thailand;Christian;Non-religious;Muslim;Budhist;Uzbekistan
United States of America;Uzbekistan;Vietnam;China;Christian;Muslim;Budhist;Non-religious;Uzbekistan
Sweden;China;Uzbekistan;India;Christian;Non-religious;Muslim;Hindu;India
Nepal;Sweden;Uzbekistan;China;Hindu;Christian;Muslim;Non-religious;Sweden
Uzbekistan;Thailand;China;Sweden;Muslim;Budhist;Non-religious;Christian;Sweden
Vietnam;Sweden;Uzbekistan;China;Budhist;Christian;Muslim;Non-religious;China
India;United Kingdom;Uzbekistan;China;Hindu;Christian;Muslim;Non-religious;United Kingdom
United Kingdom;Nepal;China;Uzbekistan;Christian;Hindu;Non-religious;Muslim;Uzbekistan
Thailand;Uzbekistan;China;United Kingdom;Budhist;Muslim;Non-religious;Christian;China
Uzbekistan;China;United Kingdom;Vietnam;Muslim;Non-religious;Christian;Budhist;United Kingdom
Australia;India;Uzbekistan;China;Christian;Hindu;Muslim;Non-religious;China
China;Australia;Uzbekistan;Nepal;Non-religious;Christian;Muslim;Hindu;Uzbekistan
China;Uzbekistan;Thailand;Australia;Non-religious;Muslim;Budhist;Christian;Thailand
China;Australia;Vietnam;Uzbekistan;Non-religious;Christian;Budhist;Muslim;China
China;Uzbekistan;India;Papua New Guinea;Non-religious;Muslim;Hindu;Christian;India
Nepal;Papua New Guinea;China;Uzbekistan;Hindu;Christian;Non-religious;Muslim;Nepal
Thailand;Papua New Guinea;China;Uzbekistan;Budhist;Christian;Non-religious;Muslim;Thailand
Uzbekistan;China;Papua New Guinea;Vietnam;Muslim;Non-religious;Christian;Budhist;China
Uzbekistan;India;Brazil;China;Muslim;Hindu;Christian;Non-religious;India
Nepal;Uzbekistan;Brazil;China;Hindu;Muslim;Christian;Non-religious;Nepal
Uzbekistan;Brazil;China;Thailand;Muslim;Christian;Non-religious;Budhist;Brazil
China;Brazil;Uzbekistan;Vietnam;Non-religious;Christian;Muslim;Budhist;Uzbekistan
China;Uzbekistan;Colombia;India;Non-religious;Muslim;Christian;Hindu;Uzbekistan
Colombia;Nepal;China;Uzbekistan;Christian;Hindu;Non-religious;Muslim;Nepal
Uzbekistan;Thailand;Colombia;China;Muslim;Budhist;Christian;Non-religious;Uzbekistan
Colombia;Uzbekistan;China;Vietnam;Christian;Muslim;Non-religious;Budhist;Uzbekistan
Georgia;Uzbekistan;India;China;Christian;Muslim;Hindu;Non-religious;Georgia
China;Thailand;India;Uzbekistan;Non-religious;Budhist;Hindu;Muslim;Uzbekistan
Vietnam;India;Uzbekistan;China;Budhist;Hindu;Muslim;Non-religious;Uzbekistan
India;Uzbekistan;Philippines;China;Hindu;Muslim;Christian;Non-religious;Uzbekistan
India;China;Uzbekistan;Greece;Hindu;Non-religious;Muslim;Christian;Greece
Uzbekistan;China;India;South Africa;Muslim;Non-religious;Hindu;Christian;Uzbekistan
China;India;Uzbekistan;Italy;Non-religious;Hindu;Muslim;Christian;India
India;China;Nigeria;Uzbekistan;Hindu;Non-religious;Christian;Muslim;Uzbekistan
Uzbekistan;India;China;France;Muslim;Hindu;Non-religious;Christian;China
India;Germany;China;Uzbekistan;Hindu;Christian;Non-religious;Muslim;Uzbekistan
China;Nepal;Georgia;Uzbekistan;Non-religious;Hindu;Christian;Muslim;Nepal
China;Nepal;Thailand;Uzbekistan;Non-religious;Hindu;Budhist;Muslim;Thailand
China;Uzbekistan;Nepal;Vietnam;Non-religious;Muslim;Hindu;Budhist;Nepal
China;Philippines;Nepal;Uzbekistan;Non-religious;Christian;Hindu;Muslim;Philippines
Nepal;Greece;Uzbekistan;China;Hindu;Christian;Muslim;Non-religious;China
Uzbekistan;Nepal;China;South Africa;Muslim;Hindu;Non-religious;Christian;South Africa
Nepal;China;Italy;Uzbekistan;Hindu;Non-religious;Christian;Muslim;Nepal
China;Nepal;Uzbekistan;Nigeria;Non-religious;Hindu;Muslim;Christian;Nepal
Uzbekistan;France;Nepal;China;Muslim;Christian;Hindu;Non-religious;Nepal
Uzbekistan;Nepal;Germany;China;Muslim;Hindu;Christian;Non-religious;Germany
Thailand;Uzbekistan;Georgia;China;Budhist;Muslim;Christian;Non-religious;Georgia
Uzbekistan;China;Georgia;Vietnam;Muslim;Non-religious;Christian;Budhist;Vietnam
China;Greece;Uzbekistan;Thailand;Non-religious;Christian;Muslim;Budhist;Thailand
South Africa;China;Uzbekistan;Thailand;Christian;Non-religious;Muslim;Budhist;Thailand
Uzbekistan;Thailand;Italy;China;Muslim;Budhist;Christian;Non-religious;Thailand
China;Thailand;Nigeria;Uzbekistan;Non-religious;Budhist;Christian;Muslim;China
France;China;Uzbekistan;Thailand;Christian;Non-religious;Muslim;Budhist;Thailand
Germany;China;Thailand;Uzbekistan;Christian;Non-religious;Budhist;Muslim;Thailand
Greece;China;Vietnam;Uzbekistan;Christian;Non-religious;Budhist;Muslim;Greece
Vietnam;South Africa;China;Uzbekistan;Budhist;Christian;Non-religious;Muslim;South Africa
Vietnam;China;Uzbekistan;Italy;Budhist;Non-religious;Muslim;Christian;Italy
China;Uzbekistan;Vietnam;Nigeria;Non-religious;Muslim;Budhist;Christian;Vietnam
France;China;Vietnam;Uzbekistan;Christian;Non-religious;Budhist;Muslim;Uzbekistan
China;Uzbekistan;Germany;Vietnam;Non-religious;Muslim;Christian;Budhist;Vietnam
Romania;India;Uzbekistan;Japan;Christian;Hindu;Muslim;Shintoist;Uzbekistan
Uzbekistan;Japan;Romania;Nepal;Muslim;Shintoist;Christian;Hindu;Nepal
Uzbekistan;Romania;Thailand;Japan;Muslim;Christian;Budhist;Shintoist;Uzbekistan
Japan;Vietnam;Uzbekistan;Romania;Shintoist;Budhist;Muslim;Christian;Romania
India;Uzbekistan;Russian Federation;Japan;Hindu;Muslim;Christian;Shintoist;Russian Federation
Uzbekistan;Nepal;Russian Federation;Japan;Muslim;Hindu;Christian;Shintoist;Nepal
Uzbekistan;Thailand;Russian Federation;Japan;Muslim;Budhist;Christian;Shintoist;Russian Federation
Russian Federation;Uzbekistan;Vietnam;Japan;Christian;Muslim;Budhist;Shintoist;Vietnam
India;Uzbekistan;Japan;Ukraine;Hindu;Muslim;Shintoist;Christian;Uzbekistan
Ukraine;Japan;Nepal;Uzbekistan;Christian;Shintoist;Hindu;Muslim;Japan
Japan;Thailand;Uzbekistan;Ukraine;Shintoist;Budhist;Muslim;Christian;Thailand
Vietnam;Japan;Uzbekistan;Ukraine;Budhist;Shintoist;Muslim;Christian;Vietnam
Uzbekistan;Mexico;India;Japan;Muslim;Christian;Hindu;Shintoist;India
Nepal;Japan;Mexico;Uzbekistan;Hindu;Shintoist;Christian;Muslim;Japan
Japan;Uzbekistan;Thailand;Mexico;Shintoist;Muslim;Budhist;Christian;Uzbekistan
Mexico;Vietnam;Japan;Uzbekistan;Christian;Budhist;Shintoist;Muslim;Vietnam
Canada;Uzbekistan;India;Japan;Christian;Muslim;Hindu;Shintoist;Japan
Uzbekistan;Japan;Canada;Nepal;Muslim;Shintoist;Christian;Hindu;Uzbekistan
Canada;Thailand;Uzbekistan;Japan;Christian;Budhist;Muslim;Shintoist;Canada
Canada;Japan;Uzbekistan;Vietnam;Christian;Shintoist;Muslim;Budhist;Uzbekistan
United States of America;Japan;India;Uzbekistan;Christian;Shintoist;Hindu;Muslim;Japan
Nepal;United States of America;Uzbekistan;Japan;Hindu;Christian;Muslim;Shintoist;United States of America
United States of America;Japan;Thailand;Uzbekistan;Christian;Shintoist;Budhist;Muslim;Uzbekistan
Uzbekistan;Japan;Vietnam;United States of America;Muslim;Shintoist;Budhist;Christian;United States of America
Sweden;Japan;India;Uzbekistan;Christian;Shintoist;Hindu;Muslim;India
Sweden;Japan;Uzbekistan;Nepal;Christian;Shintoist;Muslim;Hindu;Uzbekistan
Sweden;Uzbekistan;Japan;Thailand;Christian;Muslim;Shintoist;Budhist;Japan
Sweden;Japan;Uzbekistan;Vietnam;Christian;Shintoist;Muslim;Budhist;Sweden
Japan;United Kingdom;Uzbekistan;India;Shintoist;Christian;Muslim;Hindu;Uzbekistan
United Kingdom;Japan;Nepal;Uzbekistan;Christian;Shintoist;Hindu;Muslim;Nepal
United Kingdom;Uzbekistan;Thailand;Japan;Christian;Muslim;Budhist;Shintoist;Japan
Vietnam;United Kingdom;Uzbekistan;Japan;Budhist;Christian;Muslim;Shintoist;Uzbekistan
Uzbekistan;Japan;Australia;India;Muslim;Shintoist;Christian;Hindu;Australia
Australia;Nepal;Japan;Uzbekistan;Christian;Hindu;Shintoist;Muslim;Japan
Uzbekistan;Australia;Japan;Thailand;Muslim;Christian;Shintoist;Budhist;Uzbekistan
Japan;Vietnam;Australia;Uzbekistan;Shintoist;Budhist;Christian;Muslim;Australia
Papua New Guinea;Japan;India;Uzbekistan;Christian;Shintoist;Hindu;Muslim;India
Japan;Nepal;Papua New Guinea;Uzbekistan;Shintoist;Hindu;Christian;Muslim;Japan
Thailand;Japan;Uzbekistan;Papua New Guinea;Budhist;Shintoist;Muslim;Christian;Papua New Guinea
Japan;Vietnam;Papua New Guinea;Uzbekistan;Shintoist;Budhist;Christian;Muslim;Uzbekistan
Japan;Uzbekistan;India;Brazil;Shintoist;Muslim;Hindu;Christian;India
Brazil;Nepal;Japan;Uzbekistan;Christian;Hindu;Shintoist;Muslim;Uzbekistan
Japan;Brazil;Uzbekistan;Thailand;Shintoist;Christian;Muslim;Budhist;Brazil
Uzbekistan;Vietnam;Japan;Brazil;Muslim;Budhist;Shintoist;Christian;Japan
Japan;Colombia;India;Uzbekistan;Shintoist;Christian;Hindu;Muslim;Colombia
